attack_ledger,contexts,create_time,episode_id,first_attack_turn,first_ready_turn,first_shadow_turn,is_first_choice,is_first_offered,log_turns,min_overage,opening_basics,opening_dark_energy,opening_grim_ex,opening_hand,opening_impidimp,opening_morgrem,opening_rare_candy,opp_attacks,opp_bodies_left,opp_damage,opp_deck_left,opp_first_attack_turn,opp_grim_ko,opp_kos,opp_max_attack_damage,opp_mulligans,opp_one_shot_kos,opp_prize_left,opponent_family,opponent_hash,opponent_rating,opponent_submission,our_active_steps,our_attacks,our_bodies_left,our_damage,our_deck_left,our_draws,our_empty_actions,our_grim_ko,our_grim_one_shot,our_hand_left,our_ko_ledger,our_kos,our_max_attack_damage,our_mulligans,our_one_shot_kos,our_prize_left,our_rating,our_small_ko,our_turns,our_zero_damage_attacks,seat,statuses,turns,version,went_first,won
"[{""t"": 3, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 420, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 2, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 240, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 31, ""1"": 1, ""3"": 3, ""4"": 1, ""5"": 1, ""7"": 10, ""13"": 1, ""15"": 4, ""16"": 1, ""21"": 8, ""22"": 3, ""30"": 2, ""37"": 1, ""40"": 1, ""41"": 1, ""43"": 3}",2026-08-10T11:24:07.495336300Z,91632620,3,5,5,0,True,12,588.8186100000001,1,0,1,1259|1086|1122|1137|646|1097|648,1,0,0,4,6,910,10,6,1,4,240,0,0,2,Grimmsnarl (mirror),9714ab5c3996f6cc,930.2834,55328583,72,5,2,1300,26,23,0,2,0,4,"[{""t"": 8, ""c"": 648, ""os"": false}, {""t"": 8, ""c"": 112, ""os"": false}, {""t"": 12, ""c"": 646, ""os"": false}, {""t"": 12, ""c"": 648, ""os"": false}]",3,420,1,0,2,916.8046,2,6,1,0,DONE|DONE,12,v15,True,False
"[{""t"": 2, ""by"": ""opp"", ""atk"": 215, ""card"": 164, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""opp"", ""atk"": 215, ""card"": 164, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 215, ""card"": 164, ""dmg"": 30, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 8, ""by"": ""opp"", ""atk"": 215, ""card"": 164, ""dmg"": 30, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 997, ""card"": 689, ""dmg"": 60, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 997, ""card"": 689, ""dmg"": 60, ""ko"": 0, ""os"": 0}]","{""0"": 42, ""1"": 1, ""2"": 1, ""5"": 1, ""7"": 16, ""8"": 3, ""13"": 8, ""15"": 5, ""16"": 8, ""21"": 5, ""22"": 2, ""37"": 1, ""40"": 8, ""43"": 2}",2026-08-10T11:28:07.121607300Z,91633556,3,3,3,,False,13,586.2215909999998,2,0,0,646|647|1097|1182|860|1122|1219,1,1,0,6,2,180,20,2,0,0,60,0,0,6,other: Comfey,1ba58fb8a41b6101,879.9693,54430351,103,5,6,630,8,40,0,0,0,4,[],6,210,0,2,1,887.0102,0,7,2,1,DONE|DONE,13,v15,True,True
"[{""t"": 2, ""by"": ""opp"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}]","{""0"": 45, ""1"": 1, ""3"": 2, ""4"": 1, ""7"": 19, ""13"": 8, ""15"": 4, ""16"": 8, ""21"": 5, ""22"": 2, ""30"": 2, ""37"": 1, ""38"": 1, ""40"": 8, ""41"": 1, ""43"": 2}",2026-08-10T11:32:08.516673Z,91634488,5,5,5,0,True,11,584.1986280000009,1,1,0,1259|1122|1227|1231|112|7|647,0,1,0,5,3,840,18,2,2,3,210,1,2,2,Grimmsnarl (mirror),9714ab5c3996f6cc,915.7082,55374596,110,4,4,840,20,21,0,1,1,9,"[{""t"": 4, ""c"": 647, ""os"": true}, {""t"": 8, ""c"": 112, ""os"": false}, {""t"": 10, ""c"": 648, ""os"": true}]",4,210,0,0,1,914.5492,2,6,0,0,DONE|DONE,11,v15,True,True
"[{""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""opp"", ""atk"": 983, ""card"": 678, ""dmg"": 300, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 130, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}]","{""0"": 28, ""1"": 1, ""3"": 1, ""5"": 1, ""7"": 11, ""13"": 3, ""15"": 3, ""16"": 3, ""21"": 8, ""22"": 2, ""30"": 2, ""37"": 1, ""40"": 3, ""41"": 1, ""43"": 3}",2026-08-10T11:36:07.181698700Z,91635430,3,3,3,0,True,7,590.2737400000005,1,0,1,1227|646|1182|648|1219|1152|1086,1,0,0,2,3,430,34,4,0,0,300,0,0,6,Mega Lucario,c3c16f0e65487ad6,659.9846,53852973,71,3,6,630,22,19,0,0,0,9,[],4,210,0,1,1,940.3595,0,4,0,0,DONE|DONE,7,v15,True,True
"[{""t"": 3, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 215, ""card"": 164, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 215, ""card"": 164, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 1}, {""t"": 8, ""by"": ""opp"", ""atk"": 215, ""card"": 164, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 2, ""os"": 1}, {""t"": 10, ""by"": ""opp"", ""atk"": 215, ""card"": 164, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 215, ""card"": 164, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}]","{""0"": 42, ""1"": 1, ""7"": 21, ""8"": 1, ""13"": 3, ""15"": 4, ""16"": 3, ""21"": 3, ""22"": 1, ""37"": 1, ""40"": 3, ""41"": 1, ""43"": 1}",2026-08-10T11:40:06.972948500Z,91636342,3,5,5,0,True,13,590.4797370000003,1,3,0,1122|1227|7|1259|7|646|7,1,0,0,5,4,80,17,4,0,0,20,0,0,6,other: Brambleghast,5acd0e1893c52a79,960.9584,55274129,85,6,6,860,4,51,0,0,0,14,[],6,220,1,4,1,946.6814,0,7,2,0,DONE|DONE,13,v15,True,True
"[{""t"": 3, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 200, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 230, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 270, ""ko"": 1, ""os"": 1}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 420, ""ko"": 2, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 490, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 410, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 580, ""ko"": 1, ""os"": 0}]","{""0"": 31, ""1"": 1, ""3"": 1, ""4"": 4, ""7"": 9, ""13"": 1, ""15"": 2, ""16"": 1, ""21"": 5, ""22"": 2, ""30"": 1, ""37"": 1, ""40"": 1, ""43"": 2}",2026-08-10T11:44:07.029226100Z,91637276,8,8,8,,False,11,592.996779,1,0,0,1259|104|646|104|1097|647|1152,1,1,0,5,2,1770,5,3,0,5,580,0,3,1,Alakazam,cc38cb450b86770a,839.3575,55404848,62,2,4,830,27,18,0,2,0,3,"[{""t"": 3, ""c"": 860, ""os"": true}, {""t"": 5, ""c"": 646, ""os"": true}, {""t"": 7, ""c"": 104, ""os"": true}, {""t"": 9, ""c"": 648, ""os"": false}, {""t"": 11, ""c"": 648, ""os"": false}]",3,420,0,0,3,970.5231,3,5,0,1,DONE|DONE,11,v15,False,False
"[{""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}]","{""0"": 44, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""7"": 16, ""13"": 9, ""15"": 4, ""16"": 9, ""21"": 7, ""22"": 3, ""30"": 2, ""37"": 1, ""40"": 9, ""41"": 1, ""43"": 3}",2026-08-10T11:48:07.127830200Z,91638219,5,5,5,0,True,11,584.8271920000004,2,1,0,1182|1231|860|104|7|1259|112,0,0,0,4,2,840,22,4,2,1,210,0,1,5,Grimmsnarl (mirror),9714ab5c3996f6cc,832.2678,55298590,113,4,6,840,16,32,0,0,0,9,"[{""t"": 4, ""c"": 860, ""os"": true}]",5,210,0,0,2,943.8755,1,6,0,0,DONE|DONE,11,v15,True,True
"[{""t"": 3, ""by"": ""opp"", ""atk"": 323, ""card"": 235, ""dmg"": 10, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 260, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 260, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 260, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 180, ""ko"": 1, ""os"": 1}]","{""0"": 47, ""1"": 1, ""3"": 1, ""4"": 2, ""5"": 1, ""7"": 16, ""13"": 9, ""15"": 4, ""16"": 9, ""21"": 6, ""22"": 2, ""30"": 1, ""37"": 1, ""40"": 8, ""43"": 3}",2026-08-10T11:52:07.832568400Z,91639130,6,6,6,,False,12,582.1181239999997,1,1,0,1086|1152|1152|7|1227|1182|646,1,0,0,4,3,790,15,3,0,2,260,0,1,3,Dragapult,e6e1641ed1455020,920.5603,55388051,111,4,6,810,17,34,0,1,0,5,"[{""t"": 5, ""c"": 112, ""os"": true}, {""t"": 9, ""c"": 648, ""os"": false}]",5,210,0,1,1,956.5546,1,6,0,1,DONE|DONE,12,v15,False,True
"[{""t"": 4, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 43, ""1"": 1, ""3"": 2, ""4"": 1, ""5"": 2, ""7"": 17, ""13"": 8, ""15"": 5, ""16"": 8, ""21"": 7, ""22"": 3, ""30"": 3, ""37"": 1, ""40"": 8, ""43"": 3}",2026-08-10T11:56:06.933433100Z,91640079,4,4,4,,False,12,586.2436940000006,1,0,1,112|648|1079|1086|1219|1152|1079,0,0,2,4,1,840,23,5,2,1,210,0,0,4,Grimmsnarl (mirror),9714ab5c3996f6cc,948.622,55401537,112,5,5,1230,23,29,0,1,0,4,"[{""t"": 9, ""c"": 648, ""os"": false}]",5,390,0,1,1,972.8933,0,6,0,1,DONE|DONE,12,v15,False,True
"[{""t"": 3, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 300, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 2, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 430, ""ko"": 2, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 360, ""ko"": 1, ""os"": 0}]","{""0"": 36, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 1, ""7"": 14, ""13"": 3, ""15"": 3, ""16"": 3, ""21"": 6, ""22"": 2, ""30"": 1, ""34"": 4, ""37"": 1, ""38"": 1, ""40"": 3, ""41"": 1, ""43"": 2}",2026-08-10T12:00:07.228615300Z,91641012,3,5,5,0,True,11,585.6334989999999,2,1,1,860|648|860|1086|1227|1152|7,0,0,0,3,3,900,11,6,0,2,360,1,0,2,Alakazam,cc38cb450b86770a,975.4215,55405141,87,4,6,1230,16,28,0,2,0,8,"[{""t"": 6, ""c"": 648, ""os"": false}, {""t"": 10, ""c"": 648, ""os"": false}]",6,430,0,1,1,988.8611,0,6,1,0,DONE|DONE,11,v15,True,True
"[{""t"": 3, ""by"": ""opp"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 13, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 39, ""1"": 1, ""3"": 2, ""4"": 1, ""7"": 13, ""13"": 2, ""15"": 5, ""16"": 2, ""21"": 8, ""22"": 3, ""30"": 4, ""37"": 1, ""40"": 2, ""43"": 3}",2026-08-10T12:04:07.294963800Z,91641933,4,4,4,,False,13,586.5889420000001,1,0,0,1231|1227|1152|646|1227|104|1219,1,0,0,5,6,1020,18,3,1,4,390,0,1,2,Grimmsnarl (mirror),9714ab5c3996f6cc,1050.8481,55374483,86,5,4,1050,17,36,0,2,0,8,"[{""t"": 7, ""c"": 112, ""os"": true}, {""t"": 9, ""c"": 112, ""os"": false}, {""t"": 13, ""c"": 648, ""os"": false}, {""t"": 13, ""c"": 648, ""os"": false}]",2,210,1,1,3,1003.2629,2,6,0,1,DONE|DONE,13,v15,False,False
"[{""t"": 2, ""by"": ""opp"", ""atk"": 1070, ""card"": 741, ""dmg"": 10, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 350, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 420, ""ko"": 2, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 2, ""os"": 0}]","{""0"": 37, ""1"": 1, ""4"": 1, ""5"": 1, ""7"": 11, ""8"": 1, ""13"": 7, ""15"": 4, ""16"": 7, ""21"": 4, ""22"": 2, ""37"": 1, ""40"": 5, ""41"": 1, ""43"": 2}",2026-08-10T12:08:07.285274500Z,91642858,3,3,3,0,True,9,585.1669440000004,1,2,0,1086|7|1079|1080|1227|7|646,1,0,1,3,3,600,19,2,0,1,350,0,0,4,Alakazam,cc38cb450b86770a,993.2047,55367704,85,4,6,1450,19,31,0,1,0,8,"[{""t"": 6, ""c"": 648, ""os"": false}]",7,420,0,2,1,990.0269,0,5,0,0,DONE|DONE,9,v15,True,True
"[{""t"": 2, ""by"": ""opp"", ""atk"": 423, ""card"": 305, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 180, ""ko"": 1, ""os"": 1}]","{""0"": 15, ""1"": 1, ""5"": 1, ""7"": 5, ""15"": 1, ""21"": 3, ""22"": 1, ""37"": 1, ""38"": 1, ""41"": 1, ""43"": 1}",2026-08-10T12:12:08.779622700Z,91644003,3,3,3,0,True,5,592.2256220000003,1,1,0,7|1259|1097|1259|646|1086|1079,1,0,1,1,0,0,37,2,0,0,0,1,0,6,Alakazam,cc38cb450b86770a,943.339,55396929,31,2,5,570,35,11,0,0,0,4,[],2,390,0,2,5,1005.2139,0,3,0,0,DONE|DONE,5,v15,True,True
"[{""t"": 4, ""by"": ""opp"", ""atk"": 530, ""card"": 380, ""dmg"": 40, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 532, ""card"": 381, ""dmg"": 280, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 531, ""card"": 381, ""dmg"": 170, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 532, ""card"": 381, ""dmg"": 330, ""ko"": 1, ""os"": 0}]","{""0"": 41, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 1, ""7"": 18, ""13"": 6, ""15"": 3, ""16"": 6, ""21"": 6, ""22"": 2, ""30"": 1, ""34"": 2, ""38"": 1, ""40"": 6, ""41"": 1, ""43"": 2}",2026-08-10T12:16:07.789491100Z,91644716,5,5,5,0,True,11,585.4101019999998,1,0,0,647|1259|1219|646|1219|1219|1259,1,1,0,4,4,820,24,4,0,2,330,1,0,2,other: Cynthia's Garchomp ex,daff2ed17de6145d,918.216,55146037,102,3,5,680,24,21,0,2,0,3,"[{""t"": 8, ""c"": 648, ""os"": false}, {""t"": 10, ""c"": 648, ""os"": false}]",4,230,0,1,1,1016.4366,0,6,0,0,DONE|DONE,11,v15,True,True
"[{""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 936, ""card"": 647, ""dmg"": 60, ""ko"": 0, ""os"": 0}]","{""0"": 47, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 1, ""7"": 14, ""13"": 5, ""15"": 4, ""16"": 5, ""21"": 7, ""22"": 2, ""30"": 3, ""40"": 5, ""41"": 1, ""43"": 2}",2026-08-10T12:20:07.014723400Z,91645648,5,5,5,0,True,14,585.1650059999998,2,1,0,1259|1219|860|7|1219|1152|646,1,0,0,4,6,1020,21,6,1,5,390,0,1,1,Grimmsnarl (mirror),9714ab5c3996f6cc,1014.0631,55308390,102,5,4,1080,19,35,0,1,0,4,"[{""t"": 8, ""c"": 112, ""os"": true}, {""t"": 10, ""c"": 112, ""os"": false}, {""t"": 12, ""c"": 646, ""os"": false}, {""t"": 12, ""c"": 648, ""os"": false}, {""t"": 14, ""c"": 112, ""os"": false}]",2,390,0,1,3,1025.6748,4,7,0,0,DONE|DONE,14,v15,True,False
